"cd_imovel";"cd_uf_municipio";"cd_tema";"ds_tema";"vlr_mod_fiscal";"cd_status";"cd_tipo";"ds_condic_cadastro";"ds_municipio";"cd_estado";"cd_uf_car";"dt_inscricao";"vlr_area_original";"vlr_area_calculada";"geometria"
AC-1200013-48C98DC6DED94559B135AC4668138B7E;"1200013";AREA_IMOVEL;Area do Imovel;0.2583;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2016-05-04";25.81927451914381;24.493431417818872;POLYGON ((-66.95341196186983 -10.139395590175996, -66.95135227828673 -10.13946191070401, -66.9522848369765 -10.151178843448752, -66.9522848040574 -10.151180770294005, -66.95228440214996 -10.151182655045103, -66.95228364618028 -10.151184427705854, -66.95228256422368 -10.151186022442891, -66.95228119646205 -10.151187380030615, -66.95227959369156 -10.151188450050707, -66.95227946163831 -10.151188505204635, -66.95230432061422 -10.151472678601092, -66.9523190292453 -10.151640819141877, -66.9523190292453 -10.151640819141878, -66.95345274314107 -10.152929629734023, -66.95341196186983 -10.139395590175996))
AC-1200013-F72FBE333DA441E9AFAAB67083F7AD6C;"1200013";AREA_IMOVEL;Area do Imovel;0.1342;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2015-05-01";13.417063185214996;8.425501326209055;MULTIPOLYGON (((-66.92153152301572 -9.996832539903213, -66.92238657891781 -9.997485518332095, -66.92657761431342 -9.99366676811473, -66.92573809806534 -9.992965260084992, -66.92153152301572 -9.996832539903213)), ((-66.92903695022753 -9.991425892371607, -66.92917862304445 -9.991296804199026, -66.92959523406203 -9.990917200291216, -66.92871572845839 -9.99022780032514, -66.92813752770408 -9.990759364384177, -66.92903695022753 -9.991425892371607)), ((-66.92980056781906 -9.990730106111558, -66.92979967970435 -9.990729428280668, -66.92979617837999 -9.990734105641465, -66.92980056781906 -9.990730106111558)))
AC-1200013-16AB422CC2F544BD8F8A4FF1373A4211;"1200013";AREA_IMOVEL;Area do Imovel;0.7924;AT;IRU;Analisado, aguardando regularizacao ambiental (Lei n 12.651/2012);Acrelandia;AC;"0_AC";"2014-07-24";79.20870847154632;39.1052350066706;MULTIPOLYGON (((-67.03860942532947 -9.727496110580589, -67.02877100038334 -9.732658496700983, -67.03604172836926 -9.735393236938414, -67.03860942532947 -9.727496110580589)), ((-67.04085447760501 -9.737203457182273, -67.04088135699273 -9.737213567331256, -67.04087957863874 -9.737123825922335, -67.04085447760501 -9.737203457182273)))
AC-1200013-E3E24FEF37504E78B5F321F710F28C14;"1200013";AREA_IMOVEL;Area do Imovel;0.6877;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2014-12-03";68.75498994233972;56.38900810801722;POLYGON ((-67.09637196556206 -10.006414109221371, -67.09656309503546 -10.0040425014833, -67.076039055802 -10.004110555891662, -67.07600654843057 -10.006287442097406, -67.09637196556206 -10.006414109221371))
AC-1200013-0A2BD5FA3EF34F78A0F722991D45CE6A;"1200013";AREA_IMOVEL;Area do Imovel;0.7218;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2014-06-20";72.16042854354977;71.68082992280331;POLYGON ((-67.08166260480782 -9.776399955631662, -67.08310736991652 -9.772592629621961, -67.07960721916291 -9.771351698697673, -67.07815153563534 -9.775254538610337, -67.07815152797144 -9.775254559089623, -67.07605940868547 -9.78082650905978, -67.07399214861636 -9.786368101791822, -67.07481988505381 -9.786702744290885, -67.07653625560214 -9.787358158355255, -67.07738524488676 -9.787650979630143, -67.07880873553077 -9.783906719934336, -67.08023567071336 -9.780153357543467, -67.08166260480782 -9.776399955631662))
AC-1200013-72AEF5E8221E487D82E6DF6998D655B5;"1200013";AREA_IMOVEL;Area do Imovel;0.4295;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2016-05-04";42.93617606933074;42.53907999722347;POLYGON ((-67.01653955864593 -9.986237611695424, -67.01653908298618 -9.986238489994484, -67.01653783114939 -9.986239998475375, -67.01653630908686 -9.986241233763018, -67.01653457528549 -9.986242148390124, -67.01653269636851 -9.986242707211145, -67.01653074453539 -9.986242888752766, -67.01627181353538 -9.986241483652766, -67.0159728299216 -9.986239862355577, -67.0205179703273 -9.996507242381275, -67.02680326378596 -9.996619123858935, -67.02427377629672 -9.994095895301497, -67.02427355047186 -9.99409566260992, -67.02309419265737 -9.992840346736289, -67.02195741156312 -9.991728777509694, -67.02195705223734 -9.99172840755269, -67.0210655008538 -9.990761808851701, -67.0199973627896 -9.98970173893359, -67.01972737767643 -9.989433792150528, -67.01972729339441 -9.989433707499638, -67.01863383678428 -9.988322266728598, -67.0170158323553 -9.986701943255213, -67.01656862927271 -9.986265953638604, -67.01653955864593 -9.986237611695424))
AC-1200013-314C23C011A940CAB788D8883D5E06B3;"1200013";AREA_IMOVEL;Area do Imovel;0.2526;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2016-07-27";25.239812460404636;25.01681346626878;POLYGON ((-66.81922176160148 -10.007951190933131, -66.81516341035284 -10.00476880433941, -66.81256961633822 -10.00777706767811, -66.81674303831406 -10.011012531689191, -66.81922176160148 -10.007951190933131))
AC-1200013-C244742D7551417DAC17807686E84238;"1200013";AREA_IMOVEL;Area do Imovel;0.9869;PE;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2014-11-03";98.64361737511317;88.88942675983286;POLYGON ((-66.95635844530219 -10.075525942471158, -66.9563588892147 -10.075694645870975, -66.95679246717467 -10.075690642026876, -66.95679443750042 -10.075690819524846, -66.95679633432766 -10.07569138142832, -66.95679808342047 -10.075692305746145, -66.95679961632479 -10.075693556303396, -66.95680087304751 -10.075695084157145, -66.95680180440444 -10.075696829511951, -66.95680237394511 -10.075698724060054, -66.95680255937951 -10.075700693654728, -66.9567186458724 -10.091820886614343, -66.9589449223125 -10.091857724123082, -66.96144519947374 -10.091878763379015, -66.96129433929197 -10.081360148261297, -66.96107493643338 -10.075863754781695, -66.95977028108246 -10.075873655112087, -66.95977014342441 -10.075873655209186, -66.95904627049077 -10.075869183355705, -66.9584353770529 -10.075876218436969, -66.95843340219692 -10.075876044653647, -66.95843150043206 -10.07587548470084, -66.95842974650253 -10.07587456058613, -66.95842820934229 -10.075873308629596, -66.95842694936569 -10.075871778036348, -66.95842601609301 -10.075870028962626, -66.95842544620429 -10.075868130151521, -66.95842526209762 -10.075866156231186, -66.95842751745668 -10.075507422807062, -66.95635844530219 -10.075525942471158))
AC-1200013-3C888F855D75430290E3399CEB227C60;"1200013";AREA_IMOVEL;Area do Imovel;0.6803;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2017-11-10";68.0092692110479;60.858100517382624;POLYGON ((-67.09783449609287 -9.940221596822566, -67.09911476264735 -9.936900821073252, -67.09831808138355 -9.936613388639884, -67.09819297288492 -9.936940724525009, -67.09819211044383 -9.93694245666537, -67.09819093055621 -9.93694399028203, -67.0981894773984 -9.93694526795462, -67.0981878053783 -9.936946241845611, -67.09818597709828 -9.936946875491406, -67.09818406101122 -9.93694714516758, -67.09818212885763 -9.936947040777143, -67.09818025297956 -9.936946566228595, -67.08424253756189 -9.93194283260817, -67.08317601853913 -9.934944350371389, -67.09783449609287 -9.940221596822566))
AC-1200013-38F1FB7B72974EB09D72C1825EBFCF7F;"1200013";AREA_IMOVEL;Area do Imovel;0.5838;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2014-10-20";58.34229017526656;53.23307674390823;POLYGON ((-66.81710803135377 -9.904887166389612, -66.816542248798 -9.906201666997314, -66.82127061948219 -9.91045677818424, -66.82545176211798 -9.911770325796995, -66.82679538013302 -9.909673900525299, -66.81838966892363 -9.901950183035405, -66.81710803135377 -9.904887166389612))
AC-1200013-1960F3A6A9654D7BBB362EF4603B4187;"1200013";AREA_IMOVEL;Area do Imovel;0.3751;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2014-08-27";37.5009453955099;37.14078183637261;POLYGON ((-67.04054516238418 -10.169189157683022, -67.03987621273379 -10.169312615334254, -67.04403081317682 -10.178207844561811, -67.05009339475474 -10.17816582220778, -67.04054516238418 -10.169189157683022))
AC-1200013-3ED7E460B937480F8C640997ABD22B90;"1200013";AREA_IMOVEL;Area do Imovel;0.4373;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2014-08-27";43.71402638717417;39.850914716120776;POLYGON ((-67.07655234241179 -10.030029277526804, -67.0657472243912 -10.030333841865383, -67.06455845367594 -10.030473762416754, -67.06457095331717 -10.030885134352852, -67.07562445583439 -10.035039261580666, -67.0756860177806 -10.034230993234104, -67.07581476143437 -10.03237163048438, -67.07581506868847 -10.032369769152636, -67.07581572005353 -10.03236799864861, -67.07581669234771 -10.032366381983849, -67.07581795096748 -10.032364976694822, -67.075819451119 -10.032363832795216, -67.07582113941251 -10.032362990995969, -67.07582295576229 -10.03236248125639, -67.07582483552515 -10.032362321717912, -67.07663753735285 -10.03237028465416, -67.07655234241179 -10.030029277526804))
AC-1200013-F7493C8A15D14C75B4151FC51DB28C3A;"1200013";AREA_IMOVEL;Area do Imovel;1.0215;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2014-08-27";102.08741925448776;97.99175031584653;POLYGON ((-66.85855995427247 -9.809227978279086, -66.8550966203059 -9.80649751098259, -66.8550499105246 -9.806553751139758, -66.84305949527507 -9.821133757502407, -66.8430586101154 -9.821134701942189, -66.84302867665461 -9.82116275729741, -66.84418683698885 -9.82196616097288, -66.84430578918028 -9.821810514229586, -66.84430705081053 -9.821809148142693, -66.84430854355728 -9.821808039264239, -66.84431021580276 -9.821807225938178, -66.84431200972236 -9.82180673628855, -66.84431386328403 -9.821806587246972, -66.8443157123934 -9.821806783967155, -66.84431749311003 -9.821807319646704, -66.84431914385843 -9.821808175762335, -66.84640571600862 -9.823150159268298, -66.84640727804366 -9.823151400541592, -66.8464085625686 -9.823152927207412, -66.84640951845019 -9.823154678493575, -66.84641010763752 -9.823156584686407, -66.84641030667677 -9.823158569905846, -66.84641010764473 -9.823160555126009, -66.8464095184643 -9.823162461320978, -66.84640856258905 -9.823164212610603, -66.84625027574204 -9.823395804830882, -66.84665168004716 -9.823673802773001, -66.84690623766265 -9.823327945840363, -66.84690761271769 -9.823326430727027, -66.84690926736462 -9.823325227195449, -66.84691113233424 -9.823324385629608, -66.84691312955249 -9.82332394126035, -66.84691517540892 -9.823323912690505, -66.84691718425692 -9.823324301116106, -66.84691907199921 -9.823325090276317, -66.84692075960837 -9.823326247134174, -66.84699108915306 -9.823385896137543, -66.84828856487196 -9.821797469586086, -66.85818989543714 -9.809232291791727, -66.85819125555571 -9.809230876914024, -66.85819286582354 -9.80922975493408, -66.8581946642163 -9.80922896906834, -66.85819658146346 -9.809228549586788, -66.85819854371648 -9.809228512647023, -66.85820047539326 -9.80922885967189, -66.85820230208947 -9.809229577294682, -66.85820395344436 -9.80923063787399, -66.85841633025093 -9.809398616027137, -66.85851720002242 -9.809275126838916, -66.85851753829263 -9.809274733957627, -66.85855995427247 -9.809227978279086))
AC-1200013-649355AF530544DF92521CC801454E2E;"1200013";AREA_IMOVEL;Area do Imovel;0.5361;PE;IRU;Em analise;Acrelandia;AC;"0_AC";"2017-06-13";53.580724474108216;53.236104156303405;POLYGON ((-66.80658231192342 -9.894618883171061, -66.80795931733694 -9.89021605024372, -66.79885998354797 -9.887863875453133, -66.79713952249959 -9.892117237489401, -66.80658231192342 -9.894618883171061))
AC-1200013-5E3C204A709A4102978D04B05AE647F1;"1200013";AREA_IMOVEL;Area do Imovel;0.7778;PE;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2014-10-29";77.72257989448309;47.005151318261795;POLYGON ((-66.67957882389499 -9.915334037734757, -66.6824242500172 -9.915999630146382, -66.68191721163608 -9.913354344725432, -66.67721124539788 -9.892480407861532, -66.67720823953616 -9.892481613983739, -66.67921089915409 -9.901720949427412, -66.6792111243255 -9.90172287946605, -66.67921097198874 -9.901724816614681, -66.67921044789566 -9.901726687731392, -66.67920957183469 -9.90172842216747, -66.67920837688374 -9.901729954434918, -66.67920690816118 -9.90173122667913, -66.67920522112232 -9.901732190863331, -66.67920337946553 -9.901732810582322, -66.67673574717183 -9.902303537219225, -66.67673382349524 -9.902303788973427, -66.67673188740939 -9.902303664541066, -66.67673001178684 -9.90230316860566, -66.6767282672244 -9.902302319833785, -66.67672671938584 -9.902301150172462, -66.67672542653044 -9.902299703646717, -66.67672443732013 -9.902298034702499, -66.67672378898793 -9.9022962061574, -66.67546077700261 -9.897213875144079, -66.67957882389499 -9.915334037734757))
AC-1200013-AABF59CF00DF4AC38931A031BF27C73B;"1200013";AREA_IMOVEL;Area do Imovel;0.5541;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2016-05-04";55.3824439738797;54.91257922814451;POLYGON ((-66.96121027505016 -10.075862726811573, -66.96109494629678 -10.075863602858833, -66.96175827577544 -10.09248107012666, -66.96208616163804 -10.092480035249809, -66.96436607390787 -10.092472829780949, -66.9639352104447 -10.075842030283923, -66.96121027505016 -10.075862726811573))
AC-1200013-A24622110B884566BC7F2C1A74D5F61B;"1200013";AREA_IMOVEL;Area do Imovel;0.3572;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2022-02-21";35.69766768437475;35.32828771542057;POLYGON ((-66.77392182195372 -9.871387146891768, -66.7617778273631 -9.875757846002996, -66.76189776915874 -9.877430323835696, -66.77383703800916 -9.874475674801833, -66.774178352369 -9.871294820001326, -66.77412456158743 -9.871314179637853, -66.7739318461289 -9.871388849725985, -66.773930029602 -9.871389362522052, -66.77392814907482 -9.87138952484073, -66.77392627154548 -9.87138933089904, -66.77392446390527 -9.8713887876066, -66.77392279055553 -9.871387914319453, -66.77392182195372 -9.871387146891768))
AC-1200013-518728B28ACE43E2B873C4C7E842A7DA;"1200013";AREA_IMOVEL;Area do Imovel;0.4535;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2014-08-27";45.33069199265242;11.316634857699205;MULTIPOLYGON (((-66.9593198418194 -10.157213928978209, -66.96131690084547 -10.157213928978209, -66.96180289650962 -10.141353376739602, -66.96021809337176 -10.156845361702548, -66.96021773213302 -10.156847188750232, -66.96021703836534 -10.156848917126082, -66.9602160361327 -10.156850486879707, -66.96021476019855 -10.156851843562686, -66.96021325481988 -10.15685294011716, -66.9602115722122 -10.156853738508072, -66.96020977073837 -10.156854211042468, -66.96020791288429 -10.156854341330032, -66.95932974032701 -10.156833926645112, -66.9593198418194 -10.157213928978209)), ((-66.96187013932158 -10.139027368489108, -66.96184665087652 -10.13902831222933, -66.961870134405 -10.139028294793935, -66.96187013932158 -10.139027368489108)))
AC-1200013-6115DDCF24CF494BA46D4089BF61B9CB;"1200013";AREA_IMOVEL;Area do Imovel;0.1339;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2021-09-16";13.38617189849019;10.818515936864932;POLYGON ((-67.11910300545743 -9.694016897242422, -67.11868803670762 -9.69386678894422, -67.11868801743921 -9.693866781951838, -67.1180023486742 -9.693617161689291, -67.11495152351235 -9.701793323516748, -67.11608746847027 -9.702262098123995, -67.11645564268858 -9.70125542156778, -67.11607583703814 -9.701113820077449, -67.1160741361468 -9.701112995259345, -67.11607262086494 -9.701111865092475, -67.116071345339 -9.70111046996173, -67.11607035514803 -9.7011088597201, -67.11606968567511 -9.701107091907254, -67.11606936084289 -9.701105229693445, -67.11606939225875 -9.701103339622204, -67.11606977880014 -9.701101489232514, -67.11701391637348 -9.69805575556516, -67.11701471194651 -9.698053886134392, -67.11701586894311 -9.698052216084479, -67.11701733960584 -9.698050814350202, -67.11701906323003 -9.698049738791056, -67.11702096866954 -9.698049033802983, -67.11702297727335 -9.698048728485828, -67.11702500613218 -9.698048835442192, -67.11702697150068 -9.69804935025723, -67.11755585266009 -9.698247183809249, -67.11910300545743 -9.694016897242422))
AC-1200013-495AF9ADB4544C4C913BC57D1190560F;"1200013";AREA_IMOVEL;Area do Imovel;0.3243;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2020-11-18";32.41669933070736;26.11419530236729;MULTIPOLYGON (((-66.9174447700713 -10.02051044749037, -66.9154461877876 -10.022008471287698, -66.91544454006285 -10.022009473869174, -66.91439445390489 -10.02251676364088, -66.91702407485369 -10.025561991502936, -66.91702520840826 -10.025563600595465, -66.91702600482824 -10.025565400551008, -66.91702643325934 -10.025567321637043, -66.91702647710356 -10.025569289428299, -66.91702613466236 -10.025571227690092, -66.91702541920233 -10.025573061331738, -66.91702435844127 -10.025574719315669, -66.91667033544664 -10.02602365765774, -66.91714943987512 -10.026429695560989, -66.91816179783994 -10.027257898473696, -66.91908004344076 -10.025728460417632, -66.91908120483093 -10.025726895042096, -66.91908264782356 -10.025725584698646, -66.91908431759607 -10.02572457917021, -66.91908615071002 -10.025723916659107, -66.91908807752121 -10.025723622335638, -66.91909002482572 -10.025723707381825, -66.919091918641 -10.025724168566567, -66.91909368701671 -10.025724988368408, -66.91909526276821 -10.025726135641209, -66.91909658602914 -10.02572756679746, -66.91950258727307 -10.026263152914686, -66.92086047727493 -10.023840520890765, -66.91748415771234 -10.020549268398044, -66.91748411833402 -10.020549229799572, -66.9174447700713 -10.02051044749037)), ((-66.91401778845739 -10.022698728261043, -66.91353253968792 -10.022933148775605, -66.9135994395785 -10.023027916943413, -66.91401778845739 -10.022698728261043)))
AC-1200013-4869A5E368064B5B8C1A056FBE3CBAB1;"1200013";AREA_IMOVEL;Area do Imovel;0.3418;PE;IRU;Analisado, aguardando atendimento a notificacao;Acrelandia;AC;"0_AC";"2014-09-10";34.173917163097485;33.78990857718748;POLYGON ((-67.06833838322396 -10.095324962652414, -67.06777797345912 -10.096098771526538, -67.06771253103764 -10.096241757769928, -67.06771159895528 -10.096243375492723, -67.06698481313829 -10.097269636244123, -67.0669834769389 -10.09727116608498, -67.06698185916714 -10.097272394358736, -67.06698002656974 -10.097273270388758, -67.06697805475675 -10.097273758031431, -67.06697602508206 -10.097273837167393, -67.06697402128682 -10.097273504531618, -67.06697212604449 -10.097272773848132, -67.06697041754975 -10.097271675263782, -67.06694386509749 -10.097250501015722, -67.06493677708723 -10.1000218704866, -67.06508229055615 -10.100206059884638, -67.06508336406355 -10.100207739104542, -67.06508408324115 -10.100209597862523, -67.06508441952175 -10.10021156232504, -67.06508435954767 -10.10021355445976, -67.06508390570117 -10.100215495135156, -67.06508307600994 -10.100217307263764, -67.06467538023968 -10.100914435880632, -67.06467438078298 -10.100915848342895, -67.06456815215977 -10.101041346864173, -67.06304790836758 -10.10487788399715, -67.06455704981087 -10.106154355410233, -67.06764085466162 -10.101157636564645, -67.06764094558807 -10.10115749201204, -67.06903553177656 -10.098981855944567, -67.07031839841537 -10.09668741542277, -67.06833838322396 -10.095324962652414))
AC-1200013-3E335A168CCC436F8A3320F7CB894769;"1200013";AREA_IMOVEL;Area do Imovel;0.4973;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2021-07-08";49.70213945556525;48.38909702379164;POLYGON ((-66.92641019154823 -10.143957884689323, -66.92534017950034 -10.14438232913988, -66.9257785219392 -10.144903055546699, -66.9263350542322 -10.145429815828349, -66.92697762707526 -10.145777704633083, -66.92697880550169 -10.145778453474009, -66.92706429643654 -10.145841569034992, -66.92714696169641 -10.14589242689605, -66.92737301759196 -10.145873186282232, -66.94563859340343 -10.138339792462967, -66.9441300796571 -10.136928890775538, -66.92817281333339 -10.143258700940303, -66.92803175596302 -10.143416904807712, -66.92803130714121 -10.143417376346964, -66.92700133887949 -10.144431244631253, -66.92699970576099 -10.14443254623548, -66.92699783791872 -10.144433480266962, -66.92699581681391 -10.14443400599025, -66.92699373059202 -10.144434100477243, -66.92699167023837 -10.144433759607125, -66.92698972561013 -10.14443299824609, -66.9269879815174 -10.144431849599, -66.92641019154823 -10.143957884689323))
AC-1200013-8D64FD7D9186456F8647FFE2BD976F75;"1200013";AREA_IMOVEL;Area do Imovel;0.6611;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2014-06-20";66.08994062790377;65.72491472300972;POLYGON ((-67.02236216189839 -9.813733715264444, -67.02240507099663 -9.814114245956922, -67.02240511068915 -9.814114684472253, -67.02296239714518 -9.822267068652385, -67.02572126403872 -9.822372434001704, -67.02625751495361 -9.822372434001704, -67.02625790878436 -9.822372441759846, -67.02679415374837 -9.822393577132242, -67.02733039855957 -9.822393577132242, -67.02733189734602 -9.822393690088234, -67.02761010194682 -9.822435863389263, -67.02788099571839 -9.822435863389263, -67.03032148971987 -9.814799737112661, -67.0223205980105 -9.813324158139562, -67.02236216189839 -9.813733715264444))
AC-1200013-6E55B665E23B465CA0A3932BEF8EC0FD;"1200013";AREA_IMOVEL;Area do Imovel;0.3068;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2021-04-26";30.66246092136726;30.345950126408837;POLYGON ((-66.95260813295323 -10.033988902809707, -66.95260699736899 -10.03399065672434, -66.95260552210833 -10.033992136377705, -66.9526037715777 -10.03399327717157, -66.95260182220122 -10.033994029301516, -66.9523778532672 -10.034054466667902, -66.95240382608866 -10.034106341643835, -66.95491861150136 -10.034484039834041, -66.95492117110679 -10.03448478347723, -66.95679522337473 -10.03531364153998, -66.95906308494253 -10.032285301001952, -66.95839114670937 -10.031990578358213, -66.95838942782378 -10.03198961214274, -66.95838793194821 -10.031988327426312, -66.9583867172444 -10.031986774160503, -66.95838583094172 -10.03198501273846, -66.95838530750089 -10.03198311164674, -66.958385167274 -10.031981144802453, -66.95838541571327 -10.031979188679257, -66.95838604315904 -10.03197731933396, -66.95838702521534 -10.031975609449328, -66.9594421964604 -10.030497874297271, -66.95881729981353 -10.030025206597774, -66.95881586838165 -10.030023886097888, -66.95881472003877 -10.030022313194257, -66.95881389833829 -10.03002054754267, -66.958813434445 -10.030018656109295, -66.95881334595306 -10.030016710630852, -66.95881363621871 -10.030014784893838, -66.95881429423298 -10.03001295193601, -66.95881529503929 -10.030011281276277, -66.96003958955897 -10.028357446080523, -66.95898203761989 -10.027555808721937, -66.95643565406968 -10.03108687934406, -66.95643438719341 -10.031088321207035, -66.95643286818454 -10.031089494474402, -66.95643115300247 -10.031090355923647, -66.95642930483358 -10.03109087381946, -66.95642739176338 -10.031091029082846, -66.95642548426831 -10.031090815993991, -66.95642365261942 -10.031090242402968, -66.95449412124353 -10.0302753639511, -66.95260813295323 -10.033988902809707))
AC-1200013-6FCB6FF7DA6E4F949D40F9FD722C3628;"1200013";AREA_IMOVEL;Area do Imovel;1.5272;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2022-01-30";152.67500827997924;152.08461173249484;POLYGON ((-67.0799446487318 -9.733980555797542, -67.08667909839909 -9.736501314090226, -67.0932566575004 -9.721096762694504, -67.08617291200981 -9.718164717961848, -67.0799446487318 -9.733980555797542))
AC-1200013-445137CAE7D84F398BBDEE504BC7A8E3;"1200013";AREA_IMOVEL;Area do Imovel;0.3964;AT;IRU;Em analise;Acrelandia;AC;"0_AC";"2014-09-10";39.623337782106546;32.846927286822165;MULTIPOLYGON (((-66.96665798735981 -10.12386041293359, -66.96665304016348 -10.124290195351765, -66.96698700071744 -10.124282838411323, -66.96696963213553 -10.12386041293359, -66.96665798735981 -10.12386041293359)), ((-66.96711648141951 -10.124486380149166, -66.96659549429134 -10.138755481043138, -66.96878381039988 -10.138795372596878, -66.96870172618024 -10.124493012877982, -66.96711648141951 -10.124486380149166)))
AC-1200013-2F0BBA91C7B14010BA17EFA94B1E55BA;"1200013";AREA_IMOVEL;Area do Imovel;0.696;PE;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2014-10-20";69.53973380240203;66.54464058962688;POLYGON ((-66.67522088846187 -9.89624856920513, -66.6745498465389 -9.893548312029411, -66.67411690420161 -9.893722033050175, -66.67226037980457 -9.894541890596825, -66.67550193965849 -9.90913958326347, -66.67687619785845 -9.914840359803337, -66.67955734913586 -9.915329792545794, -66.67522088846187 -9.89624856920513))
AC-1200013-03049A2E086B4989827F66829706EFA2;"1200013";AREA_IMOVEL;Area do Imovel;0.1117;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2021-12-22";11.169916690944834;11.018904466435453;POLYGON ((-67.04103805355513 -10.121439149213247, -67.03900388608288 -10.12149624951652, -67.03749298615888 -10.12171798744468, -67.03723366219697 -10.12459713470579, -67.0399312724325 -10.123806421936887, -67.04101191791418 -10.123454988204179, -67.04103805355513 -10.121439149213247))
AC-1200013-34238166541344A39B4B986A9CDC5065;"1200013";AREA_IMOVEL;Area do Imovel;0.4936;PE;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2017-07-07";49.33070796944688;48.78919260559881;POLYGON ((-66.90768961795114 -10.095912458913459, -66.90642773652027 -10.094277310066964, -66.88976380274234 -10.104825875798905, -66.88975385368126 -10.105983162582143, -66.89008718496046 -10.106870500661334, -66.90768961795114 -10.095912458913459))
AC-1200013-1AD60EF1C7DF48C1944A688DD9552DBD;"1200013";AREA_IMOVEL;Area do Imovel;0.0484;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2014-09-10";4.838251476472383;1.1410322053325102;POLYGON ((-67.02904572852873 -10.105794677892801, -67.02853549880554 -10.105908012273748, -67.02687755952336 -10.106326966525053, -67.02687985063719 -10.106687511059148, -67.02876673205091 -10.106434201587556, -67.02876873186553 -10.106434135096885, -67.02877070488456 -10.10643446807648, -67.02877257211465 -10.106435187194908, -67.0287742587979 -10.106436263660967, -67.02877569740488 -10.10643765437641, -67.02877908889137 -10.106441663693175, -67.02873878765492 -10.106341921797254, -67.02863416634791 -10.106082992179905, -67.02863361291546 -10.106081107552107, -67.02863343854936 -10.106079151099733, -67.02863364997688 -10.106077198304858, -67.02863423904091 -10.106075324508444, -67.0286351830147 -10.106073602003606, -67.0286364454787 -10.106072097246468, -67.0286379777257 -10.106070868292203, -67.0286397206399 -10.106069962555216, -67.02864160697779 -10.106069414979828, -67.0292459802709 -10.105956843486554, -67.02904572852873 -10.105794677892801))
AC-1200013-2301BCCC3A20457884A8F279AB136F72;"1200013";AREA_IMOVEL;Area do Imovel;0.3362;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2022-11-07";33.60272332306635;32.906906439660865;POLYGON ((-66.98412326695644 -10.194236044194902, -66.98395471315101 -10.195314346329033, -66.99483412285963 -10.19506141021835, -66.99491879115867 -10.193811435869732, -66.9931670164743 -10.193306814252775, -66.99316525559213 -10.193306120634581, -66.99316365692859 -10.193305107675025, -66.99316227774479 -10.193303811656413, -66.99316116744049 -10.193302278999699, -66.99316036578475 -10.193300564601769, -66.99315990149132 -10.193298729869138, -66.99315979119037 -10.19329684051848, -66.99376025052429 -10.176833348699093, -66.99309340795548 -10.176792326743879, -66.99219271771173 -10.193846825681517, -66.992192388034 -10.19384889710518, -66.99219163352431 -10.19385085419448, -66.99219048737719 -10.193852610847594, -66.99218900001719 -10.193854089780865, -66.99218723688045 -10.193855225928866, -66.99218527553592 -10.193855969306956, -66.99218320227259 -10.193856287210338, -66.98412326695644 -10.194236044194902))
AC-1200013-C10889963F3E45E7B58E785FB1685139;"1200013";AREA_IMOVEL;Area do Imovel;0.7264;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2015-04-17";72.6190565080218;72.13386788842715;POLYGON ((-67.05239571439623 -9.761301199565175, -67.0528870650528 -9.761488142026414, -67.05288708600315 -9.761488150024222, -67.05535669402181 -9.762434098323741, -67.0558112290964 -9.762608199047845, -67.06139226705166 -9.747174100174076, -67.05834854250742 -9.746182035417727, -67.05834826194064 -9.746181939345355, -67.05794593618876 -9.746037474034688, -67.05239571439623 -9.761301199565175))
