"cd_imovel";"cd_uf_municipio";"cd_tema";"ds_tema";"vlr_mod_fiscal";"cd_status";"cd_tipo";"ds_condic_cadastro";"ds_municipio";"cd_estado";"cd_uf_car";"dt_inscricao";"vlr_area_original";"vlr_area_calculada";"geometria"
AC-1200013-7DF63702F3754B01A3793A6B1955CA87;"1200013";AREA_IMOVEL;Area do Imovel;0.383;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2018-10-19";38.28266570568085;30.715703351688187;POLYGON ((-66.92132001356852 -10.089065145498944, -66.90846681279237 -10.096371328639762, -66.90982304697226 -10.09801907874609, -66.92165147064175 -10.090441857634845, -66.92165327190169 -10.09044094578813, -66.92165521960531 -10.090440414325633, -66.92165723436418 -10.090440284909771, -66.9216592340567 -10.090440562815543, -66.92166113717536 -10.0904412367155, -66.92166286614902 -10.090442279141469, -66.92166435050466 -10.09044364760415, -66.92166552973994 -10.090445286324975, -66.92195293710218 -10.09094418703189, -66.92219383377225 -10.090797736217588, -66.92132001356852 -10.089065145498944))
AC-1200013-F06BA34859D84D2AB2A7866AC3EC74AE;"1200013";AREA_IMOVEL;Area do Imovel;0.3863;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2021-12-22";38.62138936176002;38.29071413301233;POLYGON ((-67.0349938399814 -9.96209627604305, -67.04157542145738 -9.967989265564128, -67.04307378220012 -9.965147786796576, -67.04375181440503 -9.9633852124982, -67.04375268775291 -9.963383470845603, -67.04375388224614 -9.963381931600255, -67.04558072217942 -9.961450295656034, -67.0349938399814 -9.96209627604305))
AC-1200013-80CE709A899F4E2694EEB30649886CAD;"1200013";AREA_IMOVEL;Area do Imovel;0.5167;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2015-05-01";51.64205576922349;32.70219593947189;POLYGON ((-66.8287492052978 -9.878992483026655, -66.82874295503437 -9.878989074870958, -66.82790413181819 -9.880887215453198, -66.84077712033663 -9.890210939727181, -66.84077850367984 -9.890212150277339, -66.84077964206658 -9.890213593588042, -66.84078049702995 -9.89021522088881, -66.84078103968014 -9.890216977192011, -66.8407812516806 -9.890218803150923, -66.84078112586772 -9.890220637065116, -66.84078066649278 -9.890222416965342, -66.84077988907839 -9.890224082707524, -66.8400747290203 -9.891431187845653, -66.84035247857761 -9.891659388974283, -66.84037020583284 -9.891671525083417, -66.84176337631952 -9.889464321416296, -66.84172550627656 -9.889433498646552, -66.82875290088097 -9.879001096095157, -66.82875150365007 -9.878999726917451, -66.8287503997151 -9.878998111916092, -66.82874963132258 -9.878996312895598, -66.82874922787813 -9.87899439870272, -66.8287492052978 -9.878992483026655))
AC-1200013-B4D1CAFB13494F9CB88521ED0DBD2378;"1200013";AREA_IMOVEL;Area do Imovel;0.0586;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2016-05-04";5.856987465086207;2.3455594464078904;POLYGON ((-67.05446831225007 -10.087964777354685, -67.05468331382066 -10.089575951272636, -67.05762117087231 -10.089344700260732, -67.05758039494108 -10.088872732203878, -67.0551606978834 -10.089210862852878, -67.05515883241415 -10.089210947484187, -67.05515698373574 -10.08921068380618, -67.05515521631413 -10.089210081013674, -67.05515359178176 -10.089209160126874, -67.05515216678829 -10.089207953258377, -67.05515099102523 -10.089206502493349, -67.05515010549304 -10.089204858421967, -67.05514954107147 -10.089203078375272, -67.05514931744267 -10.089201224425944, -67.05514944240488 -10.089199361223756, -67.0551979802065 -10.088899496507723, -67.0551876977541 -10.08858496221233, -67.0551133425894 -10.087928935925975, -67.05446831225007 -10.087964777354685))
AC-1200013-7CF456291DFB4ACAB81CF97C0A740029;"1200013";AREA_IMOVEL;Area do Imovel;0.6489;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2022-07-15";64.86678049727678;64.41875532471538;POLYGON ((-67.08150241327263 -9.845738685313508, -67.09555963880996 -9.8506791111073, -67.09671182219802 -9.847357592963977, -67.0827401026521 -9.842332588861145, -67.08150241327263 -9.845738685313508))
AC-1200013-1BB97959609640BD9DCAB1CD075076A8;"1200013";AREA_IMOVEL;Area do Imovel;0.4786;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2021-06-01";47.83215668434501;47.36690083447099;POLYGON ((-66.90072466731212 -9.895579509022868, -66.89904107383673 -9.8971561416447, -66.91015113289822 -9.909808676377803, -66.91185368212523 -9.908211940149526, -66.90072466731212 -9.895579509022868))
AC-1200013-515B99FC7C794F95AE6BE11A6313EE1E;"1200013";AREA_IMOVEL;Area do Imovel;0.4944;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2014-08-22";49.42894327707387;46.029392931040064;MULTIPOLYGON (((-67.07601310007165 -10.156632668450596, -67.07601128394498 -10.153696433875414, -67.07579874182622 -10.153744736208864, -67.07579676315947 -10.15374498203463, -67.07579477505371 -10.153744830417223, -67.0757928565471 -10.153744287384278, -67.07579108391089 -10.153743374524351, -67.07578952761715 -10.15374212812867, -67.07578824953715 -10.153740597748346, -67.07578730048166 -10.153738844224451, -67.07578671818085 -10.153736937269244, -67.07578652578441 -10.153734952694732, -67.07579326239868 -10.151640171390577, -67.07579168187303 -10.151649506086558, -67.07579119774088 -10.151651315081537, -67.07579038482307 -10.151653002094092, -67.07578927162733 -10.151654507963281, -67.07578789719174 -10.151655779880576, -67.07578630971568 -10.15165677324179, -67.07578456486948 -10.151657453211264, -67.07578272384222 -10.151657795943512, -67.07578085119592 -10.15165778941944, -67.0757790126014 -10.151657433867838, -67.07577727253535 -10.151656741757352, -67.07577569201923 -10.151655737359242, -67.07240616153886 -10.149041300040249, -67.06306742263794 -10.144672181237153, -67.06306742263794 -10.145011078583531, -67.07601310007165 -10.156632668450596)), ((-67.07579595008949 -10.150804421528852, -67.07579651913197 -10.150627475140164, -67.07568616119296 -10.150575844298837, -67.07579595008949 -10.150804421528852)))
AC-1200013-2A884B4CD2D14158968AF2C85CFC5D4F;"1200013";AREA_IMOVEL;Area do Imovel;0.2923;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2015-12-15";29.210169213947655;28.594430302350222;POLYGON ((-66.80871326648916 -9.924498525526555, -66.80960614224003 -9.922404436668335, -66.79819464810588 -9.92162263075383, -66.79747774539929 -9.923570714124425, -66.80871326648916 -9.924498525526555))
AC-1200013-8D125EC21ADF46F3A3C0A2610ED0515A;"1200013";AREA_IMOVEL;Area do Imovel;0.9844;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2018-05-28";98.36477365967201;94.01750677417895;POLYGON ((-66.73462005896842 -9.868045439923625, -66.73469638828492 -9.86801227753501, -66.73470071468722 -9.864562691131287, -66.7120516215437 -9.863572718435377, -66.71204929703609 -9.8670623316471, -66.73465281280703 -9.867913092829845, -66.73465472507696 -9.867913351110806, -66.73465655213911 -9.867913971859785, -66.73465822596307 -9.867914931963286, -66.73465968422425 -9.867916195671995, -66.73466087262452 -9.867917715931906, -66.73466174691394 -9.867919436136358, -66.73466227453851 -9.867921292233795, -66.73466243585219 -9.867923215112697, -66.73466222484848 -9.867925133174952, -66.73466164938408 -9.86792697500179, -66.73466073088632 -9.86792867201306, -66.73465950355533 -9.867930161020793, -66.73465801309062 -9.867931386582006, -66.7346563149894 -9.867932303063107, -66.73440643636673 -9.868037442685091, -66.73462005896842 -9.868045439923625))
AC-1200013-6C0F62BE850B436AB4E381240E8F3A9F;"1200013";AREA_IMOVEL;Area do Imovel;0.6072;AT;IRU;Analisado, aguardando regularizacao ambiental (Lei n 12.651/2012);Acrelandia;AC;"0_AC";"2014-09-10";60.667625747427344;52.49622796051316;POLYGON ((-66.68717814453751 -9.888481122637469, -66.69272624236437 -9.904661028610198, -66.69440939999711 -9.909399802075525, -66.69449569822419 -9.909344935455396, -66.69524098425882 -9.908871098076178, -66.69659000787755 -9.908013416882245, -66.69034240172816 -9.892503433779046, -66.68831593695954 -9.888024575785968, -66.68717814453751 -9.888481122637469))
AC-1200013-427AFB51889B45589721248A74608FD1;"1200013";AREA_IMOVEL;Area do Imovel;0.3256;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2019-08-15";32.54929740651026;32.13398161169812;POLYGON ((-67.12144989691109 -9.735993258162459, -67.1209199050062 -9.737539436229724, -67.13526283658442 -9.742983891144972, -67.13590314105224 -9.7412886157754, -67.12144989691109 -9.735993258162459))
AC-1200013-C4BDA72B8770432B906039C7219A20C0;"1200013";AREA_IMOVEL;Area do Imovel;0.7192;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2015-06-27";71.89633732410073;70.87751804337586;POLYGON ((-67.07968754103382 -9.771124185549015, -67.08556927639633 -9.75575467856983, -67.08222341363619 -9.754508146577047, -67.07639848445385 -9.769846259499307, -67.07639761489584 -9.76984801078147, -67.07639642117557 -9.769849559378347, -67.07639494893043 -9.769850846085214, -67.07639325444609 -9.769851821709722, -67.07639140250474 -9.76985244895257, -67.07638946390833 -9.769852703833507, -67.07638751277173 -9.76985257660813, -67.07638562368923 -9.769852072140422, -67.07636748484718 -9.769845267919338, -67.07635485692452 -9.769878487633596, -67.07968754103382 -9.771124185549015))
AC-1200013-5F9DDAB4ADAB47B98B2CF4EF26D99D7A;"1200013";AREA_IMOVEL;Area do Imovel;2.2473;PE;IRU;Analisado, aguardando atendimento a notificacao;Acrelandia;AC;"0_AC";"2015-06-19";224.6115174195431;212.28221469799308;POLYGON ((-66.87420485422263 -9.972875318688923, -66.87420396817008 -9.972874926919136, -66.86948569774053 -9.970509184688758, -66.8674928330825 -9.970635814760051, -66.86749112021957 -9.970635776534305, -66.86495911490952 -9.970361039756813, -66.86495700054869 -9.9703605746175, -66.86495503584379 -9.970359665325969, -66.86495331287817 -9.970358354499592, -66.86495191240506 -9.970356703575172, -66.86414937368819 -9.969171073845605, -66.86321183802221 -9.973221328634061, -66.86814211796342 -9.977105927417785, -66.8681435270754 -9.9771072806229, -66.86814464619115 -9.977108881978774, -66.86814543259668 -9.977110670365484, -66.86814585627677 -9.977112577524592, -66.86814590106059 -9.977114530664394, -66.86814556523882 -9.977116455238225, -66.86814486162898 -9.9771182777897, -66.86814381708618 -9.977119928756393, -66.86744026472455 -9.97802281356622, -66.86801536407454 -9.978840946677664, -66.86801572308266 -9.978841494720731, -66.86840169126734 -9.979475042735986, -66.86878761505422 -9.979981821958702, -66.86878842686112 -9.979983071166421, -66.86979455183507 -9.981817286316163, -66.87262205845471 -9.982239211199433, -66.87262418653604 -9.982239773693829, -66.87262614000106 -9.98224078814176, -66.87262782420181 -9.982242205391902, -66.8726291575366 -9.98224395677664, -66.8728199956389 -9.982562024030829, -66.87391545403666 -9.98301810349099, -66.87391713273436 -9.983018998393888, -66.87391861158842 -9.983020195000684, -66.87391983708095 -9.983021650007645, -66.87392076486285 -9.983023310759856, -66.87392136135884 -9.983025117156737, -66.87392160498248 -9.983027003827003, -66.87392148691731 -9.983028902494372, -66.87392101143598 -9.983030744448408, -66.8735599627848 -9.984026372619772, -66.87395948035098 -9.984695267897886, -66.87494646756998 -9.986258978082246, -66.87494692783518 -9.986259788690726, -66.87559041211873 -9.987527256382972, -66.8763625914257 -9.988710218964027, -66.8763632403715 -9.988711373611084, -66.87790266628036 -9.991933051375645, -66.88124509520189 -9.989165812838532, -66.87906007305995 -9.985398542770113, -66.87905924590422 -9.985396715832305, -66.87905879992142 -9.985394760586102, -66.87905875304851 -9.985392755669324, -66.87905910717066 -9.985390781717483, -66.87905984804546 -9.98538891812072, -66.87906094587575 -9.985387239830816, -66.87906235650803 -9.985385814346717, -66.87906402320826 -9.985384698999802, -66.87906587894358 -9.985383938648079, -66.87906784907842 -9.985383563872047, -66.87906985437614 -9.985383589744776, -66.87907181418592 -9.985384015225696, -66.87954881758078 -9.985539039046255, -66.88033540319255 -9.984885639301227, -66.87999267634216 -9.983985548022858, -66.8799921785226 -9.983983753112664, -66.87999202221782 -9.983981897015756, -66.8799922128509 -9.983980044129913, -66.87999274380772 -9.983978258741507, -66.87999359666662 -9.98397660279507, -66.87999474183744 -9.98397513374411, -66.87999613958814 -9.983973902557743, -66.87999774142342 -9.983972951952316, -66.87999949176714 -9.983972314909336, -66.88000132989067 -9.983972013531181, -66.88124800901934 -9.983885548732326, -66.87981392110201 -9.978379352299433, -66.8796931599048 -9.978154698393727, -66.87909279248622 -9.977352237556104, -66.87909202531058 -9.977351044138635, -66.87849129584446 -9.976252274421832, -66.87716278013728 -9.974015276764456, -66.87420485422263 -9.972875318688923))
AC-1200013-4C719CD5D2C64B4987923543E66E406F;"1200013";AREA_IMOVEL;Area do Imovel;0.1819;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2021-09-08";18.17983841442205;17.88209401582405;POLYGON ((-66.98903957192653 -9.973741692204317, -66.9889972351723 -9.972240599322854, -66.97804239539926 -9.970554761855162, -66.97909932709831 -9.972053753367941, -66.98903957192653 -9.973741692204317))
AC-1200013-41647E54FE9946DEB286DCB1E1C8DCE9;"1200013";AREA_IMOVEL;Area do Imovel;0.6341;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2019-10-30";63.39496911520511;60.45222423031554;POLYGON ((-67.08035934334228 -9.8915431214289, -67.06691996980486 -9.88668029187664, -67.06581662624865 -9.889879625089092, -67.07918790183432 -9.894924850986133, -67.07961739081146 -9.893835044667645, -67.08035934334228 -9.8915431214289))
AC-1200013-6C1FD533ABC34D088725F677FC97D90B;"1200013";AREA_IMOVEL;Area do Imovel;0.2313;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2020-06-01";23.124302287550385;22.672147897472644;POLYGON ((-66.97578782070754 -10.106982515840917, -66.9758485819855 -10.108778514876619, -66.97695170439384 -10.10875585957656, -66.97693916206775 -10.09217597307644, -66.97605734472174 -10.092170992330045, -66.97605656167904 -10.092248087011864, -66.97605635616364 -10.092250004897275, -66.97605578626155 -10.092251847648656, -66.97605487317614 -10.092253546706056, -66.97605365087891 -10.092255038855685, -66.9760521648457 -10.092256268581801, -66.97605047036467 -10.092257190132187, -66.97604863047937 -10.092257769220367, -66.97604671364311 -10.092257984301245, -66.97584633942222 -10.09226101928274, -66.97578782070754 -10.106982515840917))
AC-1200013-0FE38EB59BC0482D9FA038006364D78F;"1200013";AREA_IMOVEL;Area do Imovel;0.1086;PE;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2016-11-12";10.853430775457621;9.060435363094662;MULTIPOLYGON (((-67.03966362404728 -10.102975952171546, -67.03966318328735 -10.102975870340316, -67.03811423473141 -10.102652218471098, -67.0362074556289 -10.102298976001956, -67.03611772847182 -10.102315381472241, -67.03611772847181 -10.102315381472245, -67.03263106157846 -10.103063915863403, -67.0325260027412 -10.103100186677464, -67.03277656258501 -10.103161796850275, -67.03277848473185 -10.103162484036744, -67.03278022728969 -10.10316354722342, -67.03278171764833 -10.103164942108657, -67.03278289370643 -10.103166610569348, -67.03278370645911 -10.103168483082843, -67.03278412204001 -10.10317048162387, -67.03285651188934 -10.103872333422052, -67.03986126276558 -10.103405128167495, -67.0415649917416 -10.103291492273229, -67.04128081478248 -10.103238846756726, -67.03966362404728 -10.102975952171546)), ((-67.0308317130469 -10.103685128107228, -67.03014889057842 -10.103920867693159, -67.03014697391431 -10.104053055106766, -67.03085890289131 -10.104005570625903, -67.0308317130469 -10.103685128107228)))
AC-1200013-7A37641E7B414E06B690E9B9DF7E8880;"1200013";AREA_IMOVEL;Area do Imovel;0.1209;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2015-05-05";12.085035486102477;2.752765543377705;MULTIPOLYGON (((-66.90128710716233 -9.97331056932154, -66.901165178832 -9.97315996210859, -66.90126294685551 -9.973379255576212, -66.90131383043932 -9.973441129924108, -66.90132769917717 -9.973426813252111, -66.90128710716233 -9.97331056932154)), ((-66.90084538321369 -9.972781274798807, -66.90077598417463 -9.972682688496096, -66.90046048788456 -9.972451605735694, -66.90081954757339 -9.97277839877001, -66.90081973183123 -9.972778570765014, -66.90089255439331 -9.972848284836056, -66.90089029917203 -9.972845081132798, -66.90084538321369 -9.972781274798807)), ((-66.89626735244035 -9.976162310321728, -66.89657415115376 -9.976493868474726, -66.90040954115936 -9.972418533288597, -66.90041100115077 -9.97241725641777, -66.90041244828546 -9.972416419511585, -66.9003951802834 -9.972403771700149, -66.90039387527317 -9.972402629439975, -66.90039278724547 -9.972401278882424, -66.90020701182885 -9.972124614977526, -66.89626735244035 -9.976162310321728)))
AC-1200013-77E0C058B17F4CB9828F796EFF1D5155;"1200013";AREA_IMOVEL;Area do Imovel;0.6106;AT;IRU;Aguardando analise;Acrelandia;AC;"0_AC";"2016-06-02";61.04534924027211;60.61134926829202;POLYGON ((-67.06543521119404 -9.913053578850704, -67.05846756583018 -9.91056608959868, -67.05845631867238 -9.910595054303329, -67.05845139053207 -9.910612103951891, -67.05845113776195 -9.910612863156437, -67.058431506615 -9.910664794497341, -67.05841966629504 -9.910698634036521, -67.05839623273008 -9.91076714299058, -67.05839619439674 -9.910767252964163, -67.05837286201357 -9.910832957122574, -67.05834548748089 -9.910910342418948, -67.05834545827831 -9.910910423849947, -67.0583117734013 -9.911003090252038, -67.05827655228383 -9.911100375893119, -67.05823947754494 -9.911203825679127, -67.05823947353232 -9.911203836854666, -67.05817927499868 -9.911371183116735, -67.05817923957534 -9.911371280017905, -67.05813551102653 -9.911489013239896, -67.05806826834217 -9.911672216496866, -67.05806825841677 -9.911672243419257, -67.05801906486637 -9.911805091941327, -67.05801898650594 -9.911805296638498, -67.05796606044828 -9.911939140835374, -67.05791505547575 -9.91207850910168, -67.05791498757121 -9.91207868925451, -67.05783088459211 -9.912295470858353, -67.05783086377329 -9.912295524069096, -67.05774662054985 -9.912509041115358, -67.0576924721189 -9.91265038654608, -67.05761197662142 -9.912859970410018, -67.05761193041478 -9.912860088475243, -67.05750431737023 -9.913130002487154, -67.05742904649583 -9.913324509602992, -67.05736065034652 -9.913512268582114, -67.05732926580362 -9.913624916547633, -67.0573234619608 -9.913661568493254, -67.05732328572462 -9.913689665133631, -67.0573266208084 -9.913708343138092, -67.05732930316697 -9.913714662020686, -67.05733138743011 -9.913717290291308, -67.05733920008467 -9.91372330559815, -67.05743358110571 -9.913767208106986, -67.05763906747123 -9.91383983209427, -67.05778819590378 -9.913892640814685, -67.05801903254587 -9.91397142282501, -67.05817540747962 -9.914023976677765, -67.0581755089344 -9.914024011380738, -67.0584109956537 -9.9141059733054, -67.05865398590572 -9.914190367642115, -67.05865401185812 -9.914190376695784, -67.05890904794035 -9.914279741051816, -67.05917757470733 -9.914372144258076, -67.0591776172488 -9.91437215900429, -67.05936347845031 -9.91443705340799, -67.05965427805417 -9.914538245797884, -67.05965433412716 -9.914538265497153, -67.05995661249999 -9.914645470529429, -67.0601633675205 -9.91471838910686, -67.06016340174746 -9.914718401247981, -67.06037097314967 -9.914792456430407, -67.06037105913276 -9.914792487550454, -67.06057333899112 -9.91486674687393, -67.06057336267347 -9.91486675560193, -67.06086222612979 -9.914973628890275, -67.0610450127026 -9.915040973411827, -67.06130949364508 -9.915136436645339, -67.06130953000226 -9.915136449847834, -67.06157627727328 -9.915233898943075, -67.06184866127886 -9.91532866632697, -67.06184870283616 -9.915328680888168, -67.06220835486002 -9.915455588564535, -67.06246378565656 -9.915545401902305, -67.06270272568986 -9.91562906935602, -67.06293533140527 -9.915703883613691, -67.06293563586789 -9.915703986969465, -67.06315881787047 -9.915783774362493, -67.06315933287883 -9.915783974692218, -67.06323451936373 -9.915815639634314, -67.06323500044068 -9.915815857369038, -67.06330340604241 -9.915849020811926, -67.06330409937839 -9.915849391283174, -67.06336965440804 -9.91588780545629, -67.0633706990412 -9.91588850956579, -67.0634360559132 -9.915938827240591, -67.06343732280055 -9.915939989060838, -67.06349543358861 -9.916003302502004, -67.06349661589489 -9.916004877433117, -67.06353857077151 -9.91607403103432, -67.06353927119622 -9.916075418353305, -67.06356421821654 -9.91613615048602, -67.06356455304814 -9.916137098677416, -67.06356893286149 -9.916151820957738, -67.06358038180882 -9.916190332533203, -67.07075264127525 -9.918779659318862, -67.07198558601273 -9.915391946894097, -67.06543521119404 -9.913053578850704))
AC-1200013-DA8C0D92F9804850BE713FAC34BEE0F6;"1200013";AREA_IMOVEL;Area do Imovel;3.9953;PE;IRU;Analisado, aguardando atendimento a notificacao;Acrelandia;AC;"0_AC";"2016-10-27";399.3827009205308;397.0017345711666;POLYGON ((-67.01496074762233 -9.97902689488726, -67.014871278117 -9.95084417247628, -67.00586109284502 -9.951059662796029, -67.0058612687662 -9.951330290502366, -67.00586108160363 -9.95133222268796, -67.00586052465701 -9.951334082306595, -67.00585961891417 -9.95133579928094, -67.00585839850686 -9.951337308909034, -67.00585690942454 -9.95133855430249, -67.00585520778137 -9.95133948853026, -67.00585335770158 -9.951340076387178, -67.00585142890303 -9.951340295720613, -67.00327335483489 -9.951381584932449, -67.00311468673706 -9.967704103225923, -67.00311468673706 -9.976564319384194, -67.00311449663717 -9.976566259966551, -67.00311393356509 -9.976568126768012, -67.0031130189288 -9.976569848812819, -67.00311178750276 -9.976571360628869, -67.00311028610575 -9.976572604736946, -67.00310857182087 -9.97657353383609, -67.00310670982519 -9.97657411260197, -67.00310477091175 -9.976574319029918, -67.00302845481049 -9.97657496144103, -67.00302770546334 -9.976652048345985, -67.00304847025599 -9.976654116840058, -67.00305052155875 -9.976654541684253, -67.00305243934416 -9.976655384557167, -67.00305413945335 -9.976656608470709, -67.00305554727983 -9.976658159715445, -67.00305660104344 -9.976659970217549, -67.00305725450151 -9.976661960526112, -67.00305747897809 -9.976664043299715, -67.00306250369071 -9.978732637843537, -67.00898433592278 -9.978878966599057, -67.00898436566314 -9.978878967378211, -67.0143271876646 -9.97902689488726, -67.01496074762233 -9.97902689488726))
